,Audience Type,Fiscal Quarter,Fiscal Week Year,Country,BU,Audience ID Exists,Segment ID
411,1PD,2023-Q4,2023-W49,Japan,B2B,No ID,1
412,1PD,2023-Q4,2023-W49,Japan,CSB,No ID,2
413,1PD,2023-Q4,2023-W49,Malaysia,B2B,No ID,1
414,1PD,2023-Q4,2023-W49,Netherlands,CSB,No ID,1
415,1PD,2023-Q4,2023-W49,Singapore,B2B,No ID,1
416,1PD,2023-Q4,2023-W49,Spain,CSB,No ID,1
417,1PD,2023-Q4,2023-W49,Sweden,CSB,No ID,1
418,1PD,2023-Q4,2023-W49,Switzerland,CSB,No ID,1
419,1PD,2023-Q4,2023-W49,United Kingdom,CSB,No ID,1
420,1PD,2023-Q4,2023-W49,United States,B2B,No ID,1
421,1PD,2023-Q4,2023-W49,United States,CSB,No ID,2
422,1PD,2023-Q4,2023-W50,Australia,B2B,No ID,1
423,1PD,2023-Q4,2023-W50,Canada,B2B,No ID,1
424,1PD,2023-Q4,2023-W50,Canada,CSB,No ID,2
425,1PD,2023-Q4,2023-W50,France,CSB,No ID,1
426,1PD,2023-Q4,2023-W50,Germany,CSB,No ID,1
427,1PD,2023-Q4,2023-W50,India,B2B,No ID,1
428,1PD,2023-Q4,2023-W50,Japan,B2B,No ID,1
429,1PD,2023-Q4,2023-W50,Japan,CSB,No ID,2
430,1PD,2023-Q4,2023-W50,Malaysia,B2B,No ID,1
431,1PD,2023-Q4,2023-W50,Netherlands,CSB,No ID,1
432,1PD,2023-Q4,2023-W50,Singapore,B2B,No ID,1
433,1PD,2023-Q4,2023-W50,Spain,CSB,No ID,1
434,1PD,2023-Q4,2023-W50,Sweden,CSB,No ID,1
435,1PD,2023-Q4,2023-W50,Switzerland,CSB,No ID,1
436,1PD,2023-Q4,2023-W50,United Kingdom,CSB,No ID,1
437,1PD,2023-Q4,2023-W50,United States,B2B,No ID,1
438,1PD,2023-Q4,2023-W50,United States,CSB,No ID,2
439,1PD,2023-Q4,2023-W51,Australia,B2B,No ID,1
440,1PD,2023-Q4,2023-W51,Canada,B2B,No ID,1
441,1PD,2023-Q4,2023-W51,Canada,CSB,No ID,2
442,1PD,2023-Q4,2023-W51,France,CSB,No ID,1
443,1PD,2023-Q4,2023-W51,Germany,CSB,No ID,1
444,1PD,2023-Q4,2023-W51,India,B2B,No ID,1
445,1PD,2023-Q4,2023-W51,Japan,B2B,No ID,1
446,1PD,2023-Q4,2023-W51,Japan,CSB,No ID,2
447,1PD,2023-Q4,2023-W51,Malaysia,B2B,No ID,1
448,1PD,2023-Q4,2023-W51,Netherlands,CSB,No ID,1
449,1PD,2023-Q4,2023-W51,Singapore,B2B,No ID,1
450,1PD,2023-Q4,2023-W51,Spain,CSB,No ID,1
451,1PD,2023-Q4,2023-W51,Sweden,CSB,No ID,1
452,1PD,2023-Q4,2023-W51,Switzerland,CSB,No ID,1
453,1PD,2023-Q4,2023-W51,United Kingdom,CSB,No ID,1
454,1PD,2023-Q4,2023-W51,United States,B2B,No ID,1
455,1PD,2023-Q4,2023-W51,United States,CSB,No ID,2
456,1PD,2023-Q4,2023-W52,Australia,B2B,No ID,1
457,1PD,2023-Q4,2023-W52,Canada,B2B,No ID,1
458,1PD,2023-Q4,2023-W52,Canada,CSB,No ID,2
459,1PD,2023-Q4,2023-W52,France,CSB,No ID,1
460,1PD,2023-Q4,2023-W52,Germany,CSB,No ID,1
461,1PD,2023-Q4,2023-W52,India,B2B,No ID,1
462,1PD,2023-Q4,2023-W52,India,CSB,No ID,1
463,1PD,2023-Q4,2023-W52,Japan,B2B,No ID,1
464,1PD,2023-Q4,2023-W52,Japan,CSB,No ID,2
465,1PD,2023-Q4,2023-W52,Malaysia,B2B,No ID,1
466,1PD,2023-Q4,2023-W52,Netherlands,CSB,No ID,1
467,1PD,2023-Q4,2023-W52,Singapore,B2B,No ID,1
468,1PD,2023-Q4,2023-W52,Spain,CSB,No ID,1
469,1PD,2023-Q4,2023-W52,Sweden,CSB,No ID,1
470,1PD,2023-Q4,2023-W52,Switzerland,CSB,No ID,1
471,1PD,2023-Q4,2023-W52,United Kingdom,CSB,No ID,1
472,1PD,2023-Q4,2023-W52,United States,B2B,No ID,1
473,1PD,2023-Q4,2023-W52,United States,CSB,No ID,2
474,1PD,2023-Q4,2023-W53,Australia,B2B,No ID,1
475,1PD,2023-Q4,2023-W53,Canada,B2B,No ID,1
476,1PD,2023-Q4,2023-W53,Canada,CSB,No ID,2
477,1PD,2023-Q4,2023-W53,France,CSB,No ID,1
478,1PD,2023-Q4,2023-W53,Germany,CSB,No ID,1
479,1PD,2023-Q4,2023-W53,India,B2B,No ID,1
480,1PD,2023-Q4,2023-W53,Japan,B2B,No ID,1
481,1PD,2023-Q4,2023-W53,Japan,CSB,No ID,2
482,1PD,2023-Q4,2023-W53,Malaysia,B2B,No ID,1
483,1PD,2023-Q4,2023-W53,Netherlands,CSB,No ID,1
484,1PD,2023-Q4,2023-W53,Singapore,B2B,No ID,1
485,1PD,2023-Q4,2023-W53,Spain,CSB,No ID,1
486,1PD,2023-Q4,2023-W53,Sweden,CSB,No ID,1
487,1PD,2023-Q4,2023-W53,Switzerland,CSB,No ID,1
488,1PD,2023-Q4,2023-W53,United Kingdom,CSB,No ID,1
489,1PD,2023-Q4,2023-W53,United States,B2B,No ID,1
490,1PD,2023-Q4,2023-W53,United States,CSB,No ID,2
491,1PD,2024-Q1,2024-W01,Australia,B2B,No ID,1
492,1PD,2024-Q1,2024-W01,Canada,B2B,No ID,2
493,1PD,2024-Q1,2024-W01,Canada,CSB,No ID,1
494,1PD,2024-Q1,2024-W01,France,CSB,No ID,1
495,1PD,2024-Q1,2024-W01,Germany,CSB,No ID,1
496,1PD,2024-Q1,2024-W01,India,B2B,No ID,1
497,1PD,2024-Q1,2024-W01,India,CSB,No ID,1
498,1PD,2024-Q1,2024-W01,Japan,B2B,No ID,1
499,1PD,2024-Q1,2024-W01,Japan,CSB,No ID,1
500,1PD,2024-Q1,2024-W01,Malaysia,B2B,No ID,1
501,1PD,2024-Q1,2024-W01,Netherlands,CSB,No ID,1
502,1PD,2024-Q1,2024-W01,Singapore,B2B,No ID,1
503,1PD,2024-Q1,2024-W01,Spain,CSB,No ID,1
504,1PD,2024-Q1,2024-W01,Sweden,CSB,No ID,1
505,1PD,2024-Q1,2024-W01,Switzerland,CSB,No ID,1
506,1PD,2024-Q1,2024-W01,United Kingdom,CSB,No ID,1
507,1PD,2024-Q1,2024-W01,United States,B2B,No ID,2
508,1PD,2024-Q1,2024-W01,United States,CSB,No ID,1
509,1PD,2024-Q1,2024-W02,Australia,B2B,No ID,1
510,1PD,2024-Q1,2024-W02,Canada,B2B,No ID,2
511,1PD,2024-Q1,2024-W02,Canada,CSB,No ID,1
512,1PD,2024-Q1,2024-W02,France,CSB,No ID,1
513,1PD,2024-Q1,2024-W02,Germany,CSB,No ID,1
514,1PD,2024-Q1,2024-W02,India,B2B,No ID,1
515,1PD,2024-Q1,2024-W02,India,CSB,No ID,1
516,1PD,2024-Q1,2024-W02,Japan,B2B,No ID,1
517,1PD,2024-Q1,2024-W02,Japan,CSB,No ID,1
518,1PD,2024-Q1,2024-W02,Malaysia,B2B,No ID,1
519,1PD,2024-Q1,2024-W02,Netherlands,CSB,No ID,1
520,1PD,2024-Q1,2024-W02,Singapore,B2B,No ID,1
521,1PD,2024-Q1,2024-W02,Spain,CSB,No ID,1
522,1PD,2024-Q1,2024-W02,Sweden,CSB,No ID,1
523,1PD,2024-Q1,2024-W02,Switzerland,CSB,No ID,1
524,1PD,2024-Q1,2024-W02,United Kingdom,CSB,No ID,1
525,1PD,2024-Q1,2024-W02,United States,B2B,No ID,2
526,1PD,2024-Q1,2024-W02,United States,CSB,Have ID,2
527,1PD,2024-Q1,2024-W02,United States,CSB,No ID,1
528,1PD,2024-Q1,2024-W03,Australia,B2B,No ID,1
529,1PD,2024-Q1,2024-W03,Canada,B2B,No ID,2
530,1PD,2024-Q1,2024-W03,Canada,CSB,No ID,1
531,1PD,2024-Q1,2024-W03,France,CSB,No ID,1
532,1PD,2024-Q1,2024-W03,Germany,CSB,No ID,1
533,1PD,2024-Q1,2024-W03,India,B2B,No ID,1
534,1PD,2024-Q1,2024-W03,India,CSB,No ID,1
535,1PD,2024-Q1,2024-W03,Japan,B2B,No ID,1
536,1PD,2024-Q1,2024-W03,Japan,CSB,No ID,1
537,1PD,2024-Q1,2024-W03,Malaysia,B2B,No ID,1
538,1PD,2024-Q1,2024-W03,Netherlands,CSB,No ID,1
539,1PD,2024-Q1,2024-W03,Singapore,B2B,No ID,1
540,1PD,2024-Q1,2024-W03,Spain,CSB,No ID,1
541,1PD,2024-Q1,2024-W03,Sweden,CSB,No ID,1
542,1PD,2024-Q1,2024-W03,Switzerland,CSB,No ID,1
543,1PD,2024-Q1,2024-W03,United Kingdom,B2B,No ID,1
544,1PD,2024-Q1,2024-W03,United Kingdom,CSB,No ID,1
545,1PD,2024-Q1,2024-W03,United States,B2B,No ID,2
546,1PD,2024-Q1,2024-W03,United States,CSB,Have ID,13
547,1PD,2024-Q1,2024-W03,United States,CSB,No ID,1
548,1PD,2024-Q1,2024-W04,Australia,B2B,No ID,1
549,1PD,2024-Q1,2024-W04,Canada,B2B,No ID,2
550,1PD,2024-Q1,2024-W04,Canada,CSB,No ID,1
551,1PD,2024-Q1,2024-W04,France,CSB,No ID,1
552,1PD,2024-Q1,2024-W04,Germany,B2B,No ID,1
553,1PD,2024-Q1,2024-W04,Germany,CSB,No ID,1
554,1PD,2024-Q1,2024-W04,India,B2B,No ID,1
555,1PD,2024-Q1,2024-W04,India,CSB,No ID,1
556,1PD,2024-Q1,2024-W04,Japan,B2B,No ID,1
557,1PD,2024-Q1,2024-W04,Japan,CSB,No ID,1
558,1PD,2024-Q1,2024-W04,Malaysia,B2B,No ID,1
559,1PD,2024-Q1,2024-W04,Netherlands,CSB,No ID,1
560,1PD,2024-Q1,2024-W04,Singapore,B2B,No ID,1
561,1PD,2024-Q1,2024-W04,Spain,CSB,No ID,1
562,1PD,2024-Q1,2024-W04,Sweden,CSB,No ID,1
563,1PD,2024-Q1,2024-W04,Switzerland,CSB,No ID,1
564,1PD,2024-Q1,2024-W04,United Kingdom,CSB,No ID,1
565,1PD,2024-Q1,2024-W04,United States,B2B,No ID,2
566,1PD,2024-Q1,2024-W04,United States,CSB,Have ID,7
567,1PD,2024-Q1,2024-W04,United States,CSB,No ID,1
568,1PD,2024-Q1,2024-W05,Australia,B2B,No ID,1
569,1PD,2024-Q1,2024-W05,Canada,B2B,No ID,2
570,1PD,2024-Q1,2024-W05,Canada,CSB,No ID,1
571,1PD,2024-Q1,2024-W05,France,CSB,No ID,1
572,1PD,2024-Q1,2024-W05,Germany,CSB,No ID,1
573,1PD,2024-Q1,2024-W05,India,B2B,No ID,1
574,1PD,2024-Q1,2024-W05,India,CSB,No ID,1
575,1PD,2024-Q1,2024-W05,Japan,B2B,No ID,1
576,1PD,2024-Q1,2024-W05,Japan,CSB,No ID,1
577,1PD,2024-Q1,2024-W05,Malaysia,B2B,No ID,1
578,1PD,2024-Q1,2024-W05,Netherlands,CSB,No ID,1
579,1PD,2024-Q1,2024-W05,Singapore,B2B,No ID,1
580,1PD,2024-Q1,2024-W05,Spain,CSB,No ID,1
581,1PD,2024-Q1,2024-W05,Sweden,CSB,No ID,1
582,1PD,2024-Q1,2024-W05,Switzerland,CSB,No ID,1
583,1PD,2024-Q1,2024-W05,United Kingdom,CSB,No ID,1
584,1PD,2024-Q1,2024-W05,United States,B2B,No ID,2
585,1PD,2024-Q1,2024-W05,United States,CSB,Have ID,13
586,1PD,2024-Q1,2024-W05,United States,CSB,No ID,1
587,1PD,2024-Q1,2024-W06,Australia,B2B,No ID,1
588,1PD,2024-Q1,2024-W06,Canada,B2B,No ID,2
589,1PD,2024-Q1,2024-W06,Canada,CSB,No ID,1
590,1PD,2024-Q1,2024-W06,France,CSB,No ID,1
591,1PD,2024-Q1,2024-W06,Germany,CSB,No ID,1
592,1PD,2024-Q1,2024-W06,India,B2B,No ID,1
593,1PD,2024-Q1,2024-W06,India,CSB,No ID,1
594,1PD,2024-Q1,2024-W06,Japan,B2B,No ID,1
595,1PD,2024-Q1,2024-W06,Japan,CSB,No ID,1
596,1PD,2024-Q1,2024-W06,Malaysia,B2B,No ID,1
597,1PD,2024-Q1,2024-W06,Netherlands,CSB,No ID,1
598,1PD,2024-Q1,2024-W06,Singapore,B2B,No ID,1
599,1PD,2024-Q1,2024-W06,Spain,CSB,No ID,1
600,1PD,2024-Q1,2024-W06,Sweden,CSB,No ID,1
601,1PD,2024-Q1,2024-W06,Switzerland,CSB,No ID,1
602,1PD,2024-Q1,2024-W06,United Kingdom,CSB,No ID,1
603,1PD,2024-Q1,2024-W06,United States,B2B,No ID,2
604,1PD,2024-Q1,2024-W06,United States,CSB,Have ID,13
605,1PD,2024-Q1,2024-W06,United States,CSB,No ID,1
606,1PD,2024-Q1,2024-W07,Australia,B2B,No ID,1
607,1PD,2024-Q1,2024-W07,Canada,B2B,No ID,2
608,1PD,2024-Q1,2024-W07,Canada,CSB,No ID,1
609,1PD,2024-Q1,2024-W07,France,CSB,No ID,1
610,1PD,2024-Q1,2024-W07,Germany,CSB,No ID,1
611,1PD,2024-Q1,2024-W07,India,B2B,No ID,1
612,1PD,2024-Q1,2024-W07,India,CSB,No ID,1
613,1PD,2024-Q1,2024-W07,Japan,B2B,No ID,1
614,1PD,2024-Q1,2024-W07,Japan,CSB,No ID,1
615,1PD,2024-Q1,2024-W07,Malaysia,B2B,No ID,1
616,1PD,2024-Q1,2024-W07,Netherlands,CSB,No ID,1
617,1PD,2024-Q1,2024-W07,Singapore,B2B,No ID,1
618,1PD,2024-Q1,2024-W07,Spain,CSB,No ID,1
619,1PD,2024-Q1,2024-W07,Sweden,CSB,No ID,1
620,1PD,2024-Q1,2024-W07,Switzerland,CSB,No ID,1
621,1PD,2024-Q1,2024-W07,United Kingdom,CSB,No ID,1
622,1PD,2024-Q1,2024-W07,United States,B2B,No ID,2
623,1PD,2024-Q1,2024-W07,United States,CSB,Have ID,18
624,1PD,2024-Q1,2024-W07,United States,CSB,No ID,1
625,1PD,2024-Q1,2024-W08,Australia,B2B,No ID,1
626,1PD,2024-Q1,2024-W08,Canada,B2B,No ID,2
627,1PD,2024-Q1,2024-W08,Canada,CSB,No ID,1
628,1PD,2024-Q1,2024-W08,France,CSB,No ID,1
629,1PD,2024-Q1,2024-W08,Germany,CSB,No ID,1
630,1PD,2024-Q1,2024-W08,India,B2B,No ID,1
631,1PD,2024-Q1,2024-W08,India,CSB,No ID,1
632,1PD,2024-Q1,2024-W08,Japan,B2B,No ID,1
633,1PD,2024-Q1,2024-W08,Japan,CSB,No ID,1
634,1PD,2024-Q1,2024-W08,Malaysia,B2B,No ID,1
635,1PD,2024-Q1,2024-W08,Netherlands,CSB,No ID,1
636,1PD,2024-Q1,2024-W08,Singapore,B2B,No ID,1
637,1PD,2024-Q1,2024-W08,Spain,CSB,No ID,1
638,1PD,2024-Q1,2024-W08,Sweden,CSB,No ID,1
639,1PD,2024-Q1,2024-W08,Switzerland,CSB,No ID,1
640,1PD,2024-Q1,2024-W08,United Kingdom,CSB,No ID,1
641,1PD,2024-Q1,2024-W08,United States,B2B,Have ID,2
642,1PD,2024-Q1,2024-W08,United States,B2B,No ID,2
643,1PD,2024-Q1,2024-W08,United States,CSB,Have ID,18
644,1PD,2024-Q1,2024-W08,United States,CSB,No ID,1
645,1PD,2024-Q1,2024-W09,Australia,B2B,No ID,1
646,1PD,2024-Q1,2024-W09,Canada,B2B,No ID,2
647,1PD,2024-Q1,2024-W09,Canada,CSB,No ID,1
648,1PD,2024-Q1,2024-W09,France,CSB,No ID,1
649,1PD,2024-Q1,2024-W09,Germany,CSB,No ID,1
650,1PD,2024-Q1,2024-W09,India,B2B,No ID,1
651,1PD,2024-Q1,2024-W09,India,CSB,No ID,1
652,1PD,2024-Q1,2024-W09,Japan,B2B,No ID,1
653,1PD,2024-Q1,2024-W09,Japan,CSB,No ID,1
654,1PD,2024-Q1,2024-W09,Malaysia,B2B,No ID,1
655,1PD,2024-Q1,2024-W09,Netherlands,CSB,No ID,1
656,1PD,2024-Q1,2024-W09,Singapore,B2B,No ID,1
657,1PD,2024-Q1,2024-W09,Spain,CSB,No ID,1
658,1PD,2024-Q1,2024-W09,Sweden,CSB,No ID,1
659,1PD,2024-Q1,2024-W09,Switzerland,CSB,No ID,1
660,1PD,2024-Q1,2024-W09,United Kingdom,CSB,No ID,1
661,1PD,2024-Q1,2024-W09,United States,B2B,Have ID,2
662,1PD,2024-Q1,2024-W09,United States,B2B,No ID,2
663,1PD,2024-Q1,2024-W09,United States,CSB,Have ID,18
664,1PD,2024-Q1,2024-W09,United States,CSB,No ID,1
665,1PD,2024-Q1,2024-W10,Australia,B2B,No ID,1
666,1PD,2024-Q1,2024-W10,Canada,B2B,No ID,2
667,1PD,2024-Q1,2024-W10,Canada,CSB,No ID,1
668,1PD,2024-Q1,2024-W10,France,CSB,No ID,1
669,1PD,2024-Q1,2024-W10,Germany,CSB,No ID,1
670,1PD,2024-Q1,2024-W10,India,B2B,No ID,1
671,1PD,2024-Q1,2024-W10,India,CSB,No ID,1
672,1PD,2024-Q1,2024-W10,Japan,B2B,No ID,1
673,1PD,2024-Q1,2024-W10,Japan,CSB,No ID,1
674,1PD,2024-Q1,2024-W10,Malaysia,B2B,No ID,1
675,1PD,2024-Q1,2024-W10,Netherlands,CSB,No ID,1
676,1PD,2024-Q1,2024-W10,Singapore,B2B,No ID,1
677,1PD,2024-Q1,2024-W10,Spain,CSB,No ID,1
678,1PD,2024-Q1,2024-W10,Sweden,CSB,No ID,1
679,1PD,2024-Q1,2024-W10,Switzerland,CSB,No ID,1
680,1PD,2024-Q1,2024-W10,United Kingdom,CSB,No ID,1
681,1PD,2024-Q1,2024-W10,United States,B2B,Have ID,2
682,1PD,2024-Q1,2024-W10,United States,B2B,No ID,2
683,1PD,2024-Q1,2024-W10,United States,CSB,Have ID,18
684,1PD,2024-Q1,2024-W10,United States,CSB,No ID,1
685,1PD,2024-Q1,2024-W11,Australia,B2B,No ID,1
686,1PD,2024-Q1,2024-W11,Canada,B2B,No ID,2
687,1PD,2024-Q1,2024-W11,Canada,CSB,No ID,1
688,1PD,2024-Q1,2024-W11,France,CSB,No ID,1
689,1PD,2024-Q1,2024-W11,Germany,CSB,No ID,1
690,1PD,2024-Q1,2024-W11,India,B2B,No ID,1
691,1PD,2024-Q1,2024-W11,India,CSB,No ID,1
692,1PD,2024-Q1,2024-W11,Japan,B2B,No ID,1
693,1PD,2024-Q1,2024-W11,Japan,CSB,No ID,1
694,1PD,2024-Q1,2024-W11,Malaysia,B2B,No ID,1
695,1PD,2024-Q1,2024-W11,Netherlands,CSB,No ID,1
696,1PD,2024-Q1,2024-W11,Singapore,B2B,No ID,1
697,1PD,2024-Q1,2024-W11,Sweden,CSB,No ID,1
698,1PD,2024-Q1,2024-W11,Switzerland,CSB,No ID,1
699,1PD,2024-Q1,2024-W11,United Kingdom,CSB,No ID,1
700,1PD,2024-Q1,2024-W11,United States,B2B,Have ID,2
701,1PD,2024-Q1,2024-W11,United States,B2B,No ID,2
702,1PD,2024-Q1,2024-W11,United States,CSB,Have ID,23
703,1PD,2024-Q1,2024-W11,United States,CSB,No ID,1
704,1PD,2024-Q1,2024-W12,Australia,B2B,No ID,1
705,1PD,2024-Q1,2024-W12,Canada,B2B,No ID,2
706,1PD,2024-Q1,2024-W12,Canada,CSB,Have ID,6
707,1PD,2024-Q1,2024-W12,Canada,CSB,No ID,1
708,1PD,2024-Q1,2024-W12,France,CSB,No ID,1
709,1PD,2024-Q1,2024-W12,Germany,CSB,No ID,1
710,1PD,2024-Q1,2024-W12,India,B2B,No ID,1
711,1PD,2024-Q1,2024-W12,India,CSB,No ID,1
712,1PD,2024-Q1,2024-W12,Japan,B2B,No ID,1
713,1PD,2024-Q1,2024-W12,Japan,CSB,No ID,1
714,1PD,2024-Q1,2024-W12,Malaysia,B2B,No ID,1
715,1PD,2024-Q1,2024-W12,Netherlands,CSB,No ID,1
716,1PD,2024-Q1,2024-W12,Singapore,B2B,No ID,1
717,1PD,2024-Q1,2024-W12,Spain,CSB,No ID,1
718,1PD,2024-Q1,2024-W12,Sweden,CSB,No ID,1
719,1PD,2024-Q1,2024-W12,Switzerland,CSB,No ID,1
720,1PD,2024-Q1,2024-W12,United Kingdom,CSB,No ID,1
721,1PD,2024-Q1,2024-W12,United States,B2B,Have ID,7
722,1PD,2024-Q1,2024-W12,United States,B2B,No ID,2
723,1PD,2024-Q1,2024-W12,United States,CSB,Have ID,21
724,1PD,2024-Q1,2024-W12,United States,CSB,No ID,1
725,1PD,2024-Q1,2024-W13,Australia,B2B,No ID,1
726,1PD,2024-Q1,2024-W13,Canada,B2B,No ID,2
727,1PD,2024-Q1,2024-W13,Canada,CSB,Have ID,6
728,1PD,2024-Q1,2024-W13,Canada,CSB,No ID,1
729,1PD,2024-Q1,2024-W13,France,CSB,No ID,1
730,1PD,2024-Q1,2024-W13,Germany,CSB,No ID,1
731,1PD,2024-Q1,2024-W13,India,B2B,No ID,1
732,1PD,2024-Q1,2024-W13,India,CSB,No ID,1
733,1PD,2024-Q1,2024-W13,Japan,B2B,No ID,1
734,1PD,2024-Q1,2024-W13,Japan,CSB,No ID,1
735,1PD,2024-Q1,2024-W13,Malaysia,B2B,No ID,1
736,1PD,2024-Q1,2024-W13,Netherlands,CSB,No ID,1
737,1PD,2024-Q1,2024-W13,Singapore,B2B,No ID,1
738,1PD,2024-Q1,2024-W13,Sweden,CSB,No ID,1
739,1PD,2024-Q1,2024-W13,Switzerland,CSB,No ID,1
740,1PD,2024-Q1,2024-W13,United Kingdom,CSB,No ID,1
741,1PD,2024-Q1,2024-W13,United States,B2B,Have ID,8
742,1PD,2024-Q1,2024-W13,United States,B2B,No ID,2
743,1PD,2024-Q1,2024-W13,United States,CSB,Have ID,28
744,1PD,2024-Q1,2024-W13,United States,CSB,No ID,1
745,1PD,2024-Q2,2024-W14,Australia,B2B,No ID,1
746,1PD,2024-Q2,2024-W14,Canada,B2B,No ID,1
747,1PD,2024-Q2,2024-W14,Canada,CSB,Have ID,6
748,1PD,2024-Q2,2024-W14,Canada,CSB,No ID,2
749,1PD,2024-Q2,2024-W14,France,CSB,No ID,1
750,1PD,2024-Q2,2024-W14,Germany,CSB,No ID,1
751,1PD,2024-Q2,2024-W14,India,B2B,No ID,1
752,1PD,2024-Q2,2024-W14,India,CSB,No ID,1
753,1PD,2024-Q2,2024-W14,Japan,B2B,No ID,1
754,1PD,2024-Q2,2024-W14,Japan,CSB,No ID,2
755,1PD,2024-Q2,2024-W14,Malaysia,B2B,No ID,1
756,1PD,2024-Q2,2024-W14,Netherlands,CSB,No ID,1
757,1PD,2024-Q2,2024-W14,Singapore,B2B,No ID,1
758,1PD,2024-Q2,2024-W14,Spain,CSB,No ID,1
759,1PD,2024-Q2,2024-W14,Sweden,CSB,No ID,1
760,1PD,2024-Q2,2024-W14,Switzerland,CSB,No ID,1
761,1PD,2024-Q2,2024-W14,United Kingdom,CSB,No ID,1
762,1PD,2024-Q2,2024-W14,United States,B2B,Have ID,8
763,1PD,2024-Q2,2024-W14,United States,B2B,No ID,1
764,1PD,2024-Q2,2024-W14,United States,CSB,Have ID,25
765,1PD,2024-Q2,2024-W14,United States,CSB,No ID,2
766,1PD,2024-Q2,2024-W15,Australia,B2B,No ID,1
767,1PD,2024-Q2,2024-W15,Canada,B2B,No ID,1
768,1PD,2024-Q2,2024-W15,Canada,CSB,Have ID,2
769,1PD,2024-Q2,2024-W15,Canada,CSB,No ID,2
770,1PD,2024-Q2,2024-W15,France,CSB,No ID,1
771,1PD,2024-Q2,2024-W15,Germany,CSB,No ID,1
772,1PD,2024-Q2,2024-W15,India,B2B,No ID,1
773,1PD,2024-Q2,2024-W15,India,CSB,No ID,1
774,1PD,2024-Q2,2024-W15,Japan,B2B,No ID,1
775,1PD,2024-Q2,2024-W15,Japan,CSB,No ID,2
776,1PD,2024-Q2,2024-W15,Malaysia,B2B,No ID,1
777,1PD,2024-Q2,2024-W15,Netherlands,CSB,No ID,1
778,1PD,2024-Q2,2024-W15,Singapore,B2B,No ID,1
779,1PD,2024-Q2,2024-W15,Spain,CSB,No ID,1
780,1PD,2024-Q2,2024-W15,Sweden,CSB,No ID,1
781,1PD,2024-Q2,2024-W15,Switzerland,CSB,No ID,1
782,1PD,2024-Q2,2024-W15,United Kingdom,CSB,No ID,1
783,1PD,2024-Q2,2024-W15,United States,B2B,Have ID,8
784,1PD,2024-Q2,2024-W15,United States,B2B,No ID,1
785,1PD,2024-Q2,2024-W15,United States,CSB,Have ID,25
786,1PD,2024-Q2,2024-W15,United States,CSB,No ID,2
787,1PD,2024-Q2,2024-W16,Australia,B2B,No ID,1
788,1PD,2024-Q2,2024-W16,Canada,B2B,No ID,1
789,1PD,2024-Q2,2024-W16,Canada,CSB,Have ID,6
790,1PD,2024-Q2,2024-W16,Canada,CSB,No ID,2
791,1PD,2024-Q2,2024-W16,France,CSB,No ID,1
792,1PD,2024-Q2,2024-W16,Germany,CSB,No ID,1
793,1PD,2024-Q2,2024-W16,India,B2B,No ID,1
794,1PD,2024-Q2,2024-W16,India,CSB,No ID,1
795,1PD,2024-Q2,2024-W16,Japan,B2B,No ID,1
796,1PD,2024-Q2,2024-W16,Japan,CSB,No ID,2
797,1PD,2024-Q2,2024-W16,Malaysia,B2B,No ID,1
798,1PD,2024-Q2,2024-W16,Netherlands,CSB,No ID,1
799,1PD,2024-Q2,2024-W16,Singapore,B2B,No ID,1
800,1PD,2024-Q2,2024-W16,Sweden,CSB,No ID,1
801,1PD,2024-Q2,2024-W16,Switzerland,CSB,No ID,1
802,1PD,2024-Q2,2024-W16,United Kingdom,CSB,No ID,1
803,1PD,2024-Q2,2024-W16,United States,B2B,Have ID,8
804,1PD,2024-Q2,2024-W16,United States,B2B,No ID,1
805,1PD,2024-Q2,2024-W16,United States,CSB,Have ID,26
806,1PD,2024-Q2,2024-W16,United States,CSB,No ID,2
807,1PD,2024-Q2,2024-W17,Australia,B2B,No ID,1
808,1PD,2024-Q2,2024-W17,Canada,B2B,No ID,1
809,1PD,2024-Q2,2024-W17,Canada,CSB,Have ID,6
810,1PD,2024-Q2,2024-W17,Canada,CSB,No ID,2
811,1PD,2024-Q2,2024-W17,France,CSB,No ID,1
812,1PD,2024-Q2,2024-W17,Germany,CSB,No ID,1
813,1PD,2024-Q2,2024-W17,India,B2B,No ID,1
814,1PD,2024-Q2,2024-W17,India,CSB,No ID,1
815,1PD,2024-Q2,2024-W17,Japan,B2B,No ID,1
816,1PD,2024-Q2,2024-W17,Japan,CSB,No ID,2
817,1PD,2024-Q2,2024-W17,Malaysia,B2B,No ID,1
818,1PD,2024-Q2,2024-W17,Netherlands,CSB,No ID,1
819,1PD,2024-Q2,2024-W17,Singapore,B2B,No ID,1
820,1PD,2024-Q2,2024-W17,Spain,CSB,No ID,1
821,1PD,2024-Q2,2024-W17,Sweden,CSB,No ID,1
822,1PD,2024-Q2,2024-W17,Switzerland,CSB,No ID,1
823,1PD,2024-Q2,2024-W17,United Kingdom,CSB,No ID,1
824,1PD,2024-Q2,2024-W17,United States,B2B,Have ID,8
825,1PD,2024-Q2,2024-W17,United States,B2B,No ID,1
826,1PD,2024-Q2,2024-W17,United States,CSB,Have ID,25
827,1PD,2024-Q2,2024-W17,United States,CSB,No ID,2
828,1PD,2024-Q2,2024-W18,Australia,B2B,No ID,1
829,1PD,2024-Q2,2024-W18,Canada,B2B,No ID,1
830,1PD,2024-Q2,2024-W18,Canada,CSB,Have ID,6
